tiers_key,ca,TOTMVTC,TOTMVTD,TOTMVTCnet,TOTMVTDnet,ENG,MontImp,encours,Encours_Moyen_Debiteur,Encours_Moyen_crediteur,INCIDENTCHQ,INCIDENTCHQ_R,INCIDENTCHQ_N_R,Interdit,InterditAct,NBIMP,Interet_Non_ECHU,Encaiss_Recu,NBECHEANCE,Code_Classe,Var Signalitiques.Code_Profession,Var Signalitiques.Profession,Var Signalitiques.Code_Activite_Economique,Var Signalitiques.Activite_Economique,Var Signalitiques.Code_secteur_activite,Var Signalitiques.Secteur_Activite,Var Signalitiques.Ville,Var Signalitiques.Code_Postal,Var Signalitiques.Date_Ouverture
977760,73.0,73.0,-1302.364,73.0,-1161.652,,,,6864.029353,0.0,,,,,,,,,,,P0401,DIRIGEANTS / GERANTS D'ENTREPRISES,,,,,TOZEUR,2200.0,2008-09-02
977772,,0.0,-607.785,0.0,-562.666,,,,3140.292912,,,,,,,,,,,,,,HDA01,ENTREPOSAGE ET STOCKAGE FRIGORIFIQUE,HD,TRANSPORTS ET ENTREPOSAGE,TOZEUR,2200.0,2009-01-28
977796,,,,,,"50593,858",50593.858,0,4171.615517,0.0,,,,O,O,33.0,,,69.0,5.0,,,RBA02,GESTION DES MUSEES,RB,"ARTS, SPECTACLES ET ACTIVITES RECREATIVES",,,2017-09-28
977825,,1226080.602,-1295749.373,0.0,-1287492.154,"4262490,954",309036.407,"3953454,547",475308.547945,,,,,O,O,,705991.99,-1226080.602,863.0,,,,IAA99,HOTELS ET HEBERGEMENT SIMILAIRE,IA,HEBERGEMENT ET RESTAURATION,,2200.0,2006-09-25
977836,,,,,,,,,16023.848438,0.0,,,,,,,,,,5.0,,,GBA03,INTERMEDIAIRES DU COMMERCE EN BOIS ET MATERIAUX DE CONSTRUCTION,GB,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,,,2019-06-19
977845,505000.0,1305000.0,-1331136.246,505000.0,-1330470.106,400000,0.0,400000,7889.481632,1359.328854,,,,,,,,-1211394.668,15.0,0.0,,,CAC05,TRANSFORMATION ET CONSERVATION DE FRUITS,CA,INDUSTRIE MANUFACTURIERE,DEGUECHE,2260.0,2017-12-26
977852,,0.0,-336.671,0.0,-317.863,"49890,854",49890.854,0,1328.292041,,,,,O,O,8.0,,,22.0,,,,CAC05,TRANSFORMATION ET CONSERVATION DE FRUITS,CA,INDUSTRIE MANUFACTURIERE,DEGUECHE,2260.0,2009-04-17
977866,81.154,81.154,-72.328,81.154,-72.296,,,,1.987452,0.0,,,,,,,,,,,,,FAB99,CONSTRUCTION DE BATIMENTS RESIDENTIELS ET NON RESIDENTIELS,,,,2200.0,2002-03-18
977876,,0.0,-875.383,0.0,-804.292,,,,4928.746112,,,,,,,,,,,,,,GBA01,"INTERMEDIAIRES DU COMMERCE EN MATIERES PREMIERES AGRICOLES, ANIMAUX VIVANTS, MATIERES PREMIERES TEXTILES ET PRODUITS SEMI-FINIS",GB,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,TOZEUR,2200.0,2010-04-30
977962,306350.5,306350.5,-421037.336,306350.5,-419983.716,"1854362,999",107338.289,"1747024,71",766.962786,15176.089186,,,,,,4.0,850940.422,-48057.582,58.0,4.0,,,CAC05,TRANSFORMATION ET CONSERVATION DE FRUITS,CA,INDUSTRIE MANUFACTURIERE,,,2018-06-13
977964,,0.0,-255.541,0.0,-251.869,,,,327.873934,,,,,,,,,,318.0,1.0,P0999,AUTRES ENTREPRENEURS INDIVIDUELS ARTISANS,,,,,TAMEGHZA,2212.0,2000-05-25
977974,152690.053,389270.757,-387729.7,157350.491,-386351.734,"598284,194",46245.882,"552038,312",1446.784534,1979.428564,,,,,,,75484.797,-206104.668,55.0,4.0,,,IAB99,HEBERGEMENT TOURISTIQUE ET AUTRE HEBERGEMENT DE COURTE DUREE,IA,HEBERGEMENT ET RESTAURATION,TOZEUR,2200.0,2022-01-03
977979,,,,,,,,,1385.259342,,,,,,,,,,,,,,CAC05,TRANSFORMATION ET CONSERVATION DE FRUITS,CA,INDUSTRIE MANUFACTURIERE,TOZEUR,2200.0,2021-10-20
977985,14476.2,14476.2,-14240.657,14476.2,-14187.329,,,,5.762219,4508.770838,,,,,,,231.026,,29.0,,,,IAB99,HEBERGEMENT TOURISTIQUE ET AUTRE HEBERGEMENT DE COURTE DUREE,IA,HEBERGEMENT ET RESTAURATION,TOZEUR,2200.0,2009-11-02
978040,119976.5,119976.5,-116709.724,119976.5,-116585.327,,,,349.272931,3054.011405,,,,,,,,,,,P1099,AUTRES COMMERCANTS ET ASSIMILES,GCG03,COMMERCE DE DETAIL DE PRODUITS PHARMACEUTIQUES EN MAGASIN SPECIALISE,,,TOZEUR,2200.0,2016-11-07
978061,434450.713,434450.713,-436491.15,434450.713,-435951.033,1878,0.0,1878,368.738221,4584.953079,1.0,1.0,,,,,,,,,,,EAA99,"CAPTAGE, TRAITEMENT ET DISTRIBUTION D'EAU",EA,"PRODUCTION ET DISTRIBUTION D'EAU, ASSAINISSEMENT, GESTION DES DECHETS ET DEPOLLUION",TOZEUR,2200.0,2009-09-03
978066,17982.554,17982.554,-18518.569,17982.554,-18490.544,,,,57.53998,409.397123,,,,,,,,,,,,,IAB99,HEBERGEMENT TOURISTIQUE ET AUTRE HEBERGEMENT DE COURTE DUREE,IA,HEBERGEMENT ET RESTAURATION,TOZEUR,2200.0,2010-01-15
978067,146918.332,146918.332,-130699.177,146918.332,-130374.769,,,,6289.795353,511.902087,,,,,,,,,,,,,NCA01,ACTIVITES DES AGENCES DE VOYAGE,NC,ACTIVITES DE SERVICES ADMINISTRATIFS ET DE SOUTIEN,TOZEUR,2200.0,2010-01-15
978083,,0.0,-733.119,0.0,-675.837,,,,3977.93992,,,,,O,O,,,,,4.0,,,FCB02,TRAVAUX DE PLOMBERIE ET INSTALLATION DE CHAUFFAGE ET DE CONDITIONNEMENT D'AIR,FC,CONSTRUCTION,GROMBALIA,8030.0,2010-01-28
978099,313.732,11171.08,-12115.413,11171.08,-12000.712,"2925,845",0.0,"2925,845",1312.287498,0.46595,,,,,,,153.341,-3949.944,89.0,,P1899,OUVRIERS DANS D'AUTRES SECTEURS,,,,,TOZEUR,2200.0,2017-01-31
978104,,,,,,,,,,34.625873,,,,,,,,,70.0,,,,GCE01,COMMERCE DE DETAIL DE TEXTILES EN MAGASIN SPECIALISE,,,DEGACHE,2200.0,2020-08-17
978118,1170.0,1170.0,-16395.211,1170.0,-14395.496,,,,136260.538512,657.322169,,,,,,,,,,4.0,,,IAA99,HOTELS ET HEBERGEMENT SIMILAIRE,IA,HEBERGEMENT ET RESTAURATION,REPUBLIQUE,1001.0,1996-10-03
978125,,0.0,-385.816,0.0,-362.237,,,,1656.76755,,,,,,,,,,,,P1099,AUTRES COMMERCANTS ET ASSIMILES,GAC02,COMMERCE DE DETAIL D'EQUIPEMENTS AUTOMOBILES,,,TOZEUR,2200.0,2010-03-15
978129,,0.0,-404.139,0.0,-378.783,,,,1779.243394,,,,,,,,,,,,P0910,ARTISANS EN ELECTRONIQUE ET TELECOMMUNICATION,GBH99,COMMERCE DE GROS NON SPECIALISE,,,KHENIS,5011.0,2010-03-19
978165,,0.0,-145.754,0.0,-145.471,,,,40.742353,45.62329,,,,,,,,,,0.0,P0899,"AUTRES EXPLOITANTS DE L'AGRICULTURE, PECHE ET ASSIMILES",,,,,TOZEUR,2200.0,2007-12-27
978192,,0.0,-251.549,0.0,-241.002,,,,759.382545,0.0,,,,,,,,,,,P1001,COMMERCANT DANS L'ALIMENTATION GENERALE,,,,,TOZEUR,2200.0,2016-11-04
978208,9700.0,69700.0,-69874.301,9700.0,-69677.762,"61322,829",61322.829,0,674.5074,621.141624,,,,,,2.0,,-60303.254,34.0,2.0,P1901,CHAUFFEURS DE TAXI ET CONDUCTEURS D'AUTOMOBILE,GCC99,COMMERCE DE DETAIL DE CARBURANTS EN MAGASIN SPECIALISE,,,TOZEUR,2200.0,1989-09-06
978252,,,,,,"165423,048",165423.048,0,8119.486717,2097.365008,,,,,,21.0,,,195.0,4.0,,,HAC02,TRANSPORTS DE VOYAGEURS PAR TAXIS ET PAR LOUAGE,,,,,2017-09-28
978294,80990.899,80990.899,-80635.847,80990.899,-80508.684,,,,1225.251079,303.243186,,,,,,,,,,,,,CWA02,FABRICATION DE MEUBLES DE CUISINE,CW,INDUSTRIE MANUFACTURIERE,TOZEUR,2200.0,2010-12-02
978302,11139.577,109393.876,-115451.904,109393.876,-115395.523,"7513,767",0.0,"7513,767",72.378304,9646.753986,,,,,,,,,,,,,FAB99,CONSTRUCTION DE BATIMENTS RESIDENTIELS ET NON RESIDENTIELS,,,TOZEUR,2200.0,2016-03-10
978378,,0.0,-243.446,0.0,-233.685,,,,705.236224,0.0,,,,,,,,,,,P1001,COMMERCANT DANS L'ALIMENTATION GENERALE,FAB99,CONSTRUCTION DE BATIMENTS RESIDENTIELS ET NON RESIDENTIELS,,,EL MAHASSEN,2224.0,1995-05-03
978409,1976345.58,4212774.678,-5388663.651,948774.678,-5377396.237,"958647,916",113732.729,"844915,187",108785.518868,5224.009704,1.0,1.0,,O,O,,103684.676,-3391781.304,282.0,,,,CAC02,PREPARATION DE JUS DE FRUITS ET LEGUMES,CA,INDUSTRIE MANUFACTURIERE,TOZEUR,2200.0,2018-07-13
978436,347000.0,848176.205,-848936.398,348176.205,-847435.418,250000,0.0,250000,6250.735386,9543.686734,,,,,,,0.0,-518934.029,96.0,,,,CAC05,TRANSFORMATION ET CONSERVATION DE FRUITS,CA,INDUSTRIE MANUFACTURIERE,TOZEUR,2200.0,2011-05-18
978461,323292.5,323292.5,-329053.361,323292.5,-327221.051,,,,29806.665723,,,,,,,,,,,3.0,,,GCC99,COMMERCE DE DETAIL DE CARBURANTS EN MAGASIN SPECIALISE,GC,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,,,2023-03-02
978475,,0.0,-387.884,0.0,-364.106,,,,1670.604295,,,,,,,,,,,,,,CWA04,INDUSTRIES CONNEXES DE L'AMEUBLEMENT,CW,INDUSTRIE MANUFACTURIERE,TOZEUR,2200.0,2012-10-18
978522,,,,,,,,,25677.388723,,,,,,,,,,,,P1002,COMMERCANT DANS L'AMEUBLEMENT ET L'ELECTRO MENAGER,GCE04,COMMERCE DE DETAIL D'APPAREILS ELECTROMENAGERS EN MAGASIN SPECIALISE,,,TOZEUR,2200.0,1991-05-30
978531,,14.105,0.0,14.105,0.0,,,,716.217369,590.432515,,,,,,,,,,,,,GCA01,COMMERCE D'ALIMENTATION GENERALE,,,TOZEUR,2200.0,2021-10-20
978622,2000.0,248367.262,-246088.033,248367.262,-244781.205,"30167,794",0.0,"30167,794",814.106101,5065.653202,,,,,,,,,,,,,FAB99,CONSTRUCTION DE BATIMENTS RESIDENTIELS ET NON RESIDENTIELS,,,TOZEUR,2200.0,2011-03-04
978644,147613.548,151623.169,-150222.959,151623.169,-150129.12,,,,711.375084,959.926317,,,,,,,,,,,,,FAB99,CONSTRUCTION DE BATIMENTS RESIDENTIELS ET NON RESIDENTIELS,FA,CONSTRUCTION,TOZEUR,2200.0,2014-12-04
978660,1263374.444,1311376.283,-1404832.167,1281366.763,-1401568.287,"606895,745",0.0,"606895,745",25684.546578,16120.567843,,,,,,,127527.706,-94252.313,18.0,1.0,,,JEA02,CONSEIL INFORMATIQUE,JE,INFORMATION ET COMMUNICATION,TOZEUR,2200.0,2020-11-27
978664,40.0,40.0,-73.354,40.0,-73.234,,,,2.690816,35.919671,,,,,,,176.533,,255.0,,P0801,AGRICULTEURS,GCB01,COMMERCE DE DETAIL DE FRUITS ET LEGUMES EN MAGASIN SPECIALISE,,,NEFTA,2240.0,2014-09-15
978672,,30513.552,-34263.669,0.0,-33830.323,"228474,755",95179.089,"133295,666",23672.059457,39.881435,,,,,,26.0,39769.596,-30513.551,253.0,4.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,HDA01,ENTREPOSAGE ET STOCKAGE FRIGORIFIQUE,,,TOZEUR,2200.0,2009-11-03
978712,,0.0,-1558.827,0.0,-1453.842,,,,8561.905695,0.0,,,,,,,,,,,P1099,AUTRES COMMERCANTS ET ASSIMILES,,,,,TOZEUR,2200.0,2015-03-11
978714,,0.0,-562.215,0.0,-531.784,"5672,818",5672.818,0,2399.397619,11.600131,,,,,,35.0,,,70.0,4.0,,,GCE01,COMMERCE DE DETAIL DE TEXTILES EN MAGASIN SPECIALISE,,,TOZEUR,2200.0,2000-08-23
978729,40800.0,40800.0,-41029.771,40800.0,-41002.14,,,,339.835304,948.491895,,,,,,,,,4.0,,P1099,AUTRES COMMERCANTS ET ASSIMILES,,,,,TOZEUR,2200.0,2015-07-23
978730,202867.0,502867.0,-547049.687,202867.0,-545800.687,"347398,8",31745.894,"315652,906",827.254463,2686.305032,2.0,1.0,1.0,,,4.0,85996.53,-327216.869,336.0,1.0,P0899,"AUTRES EXPLOITANTS DE L'AGRICULTURE, PECHE ET ASSIMILES",,,,,DEGUECHE,2260.0,2014-11-12
979073,,0.0,-232.957,0.0,-224.213,,,,635.149789,,,,,,,,,,,,,,GCE02,"COMMERCE DE DETAIL DE QUINCAILLERIE, PEINTURES ET VERRES EN MAGASIN SPECIALISE",,,TOZEUR,2200.0,1994-11-21
979293,,0.0,-960.729,0.0,-881.356,,,,5499.133602,,,,,,,,,,,,,,FAB99,CONSTRUCTION DE BATIMENTS RESIDENTIELS ET NON RESIDENTIELS,FA,CONSTRUCTION,TOZEUR,2200.0,1998-06-10
979300,,,,,,,,,695.801457,,,,,,,,,,,,,,SCA99,AUTRES SERVICES PERSONNELS N.C.A.,SC,AUTRES ACTIVITES DE SERVICES,TOZEUR,2200.0,1998-06-23
979318,19630.658,25412.813,-24978.938,25412.813,-24952.978,,,,0.825224,1036.846715,,,,,,,,,,,P0702,ENSEIGNANTS DE L'ENSEIGNEMENT SECONDAIRE,,,,,TOZEUR,2200.0,1996-05-02
979324,52333.824,52333.824,-55287.78,52333.824,-54570.725,"16197,827",2199.552,"13998,275",5638.69815,0.0,,,,,,1.0,851.396,-9515.893,109.0,,P0511,PROFESSIONS PARAMEDICALES LIBERALES,,,,,,2200.0,2019-10-17
979368,60059.952,60566.952,-59704.097,60566.952,-59680.047,,,,,1527.057161,,,,,,,,,,,,,IAA99,HOTELS ET HEBERGEMENT SIMILAIRE,IA,HEBERGEMENT ET RESTAURATION,TOZEUR,2200.0,1995-04-11
979393,,,,,,,,,,0.0,,,,,,,,,,,,,GAD01,COMMERCE DE MOTOCYCLES,GA,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,TOZEUR,2200.0,1998-11-12
979786,30473.0,30473.0,-29796.497,30473.0,-29501.557,"6537,082",0.0,"6537,082",2485.700709,190.313687,,,,,,,471.433,-7222.924,132.0,,P0906,"ARTISANS DANS LA RESTAURATION, BOULANGERS ET PATISSIERS",,,,,TOZEUR,2200.0,2014-02-18
980121,830.0,830.0,-1573.934,830.0,-1396.162,"15246,508",15246.508,0,2955.772742,11.952164,,,,,,36.0,,,159.0,4.0,,,GCA01,COMMERCE D'ALIMENTATION GENERALE,,,TOZEUR,2200.0,2016-05-31
980146,,0.0,-269.789,0.0,-254.456,"4735,06",4735.06,0,350.214435,14.279769,,,,,,14.0,,,101.0,2.0,,,BDA01,"EXTRACTION DE PIERRES ORNEMENTALES ET DE CONSTRUCTION, DE CALCAIRE INDUSTRIEL, DE GYPSE, DE CRAIE ET D'ARDOISE",,,TOZEUR,2200.0,2015-12-15
980154,30600.0,31858.412,-30380.786,31858.412,-30109.082,,,,8.635994,2223.550098,1.0,1.0,,,,,,,,,P0905,ARTISANS DU BATIMENT ET ASSIMILES,FAB99,CONSTRUCTION DE BATIMENTS RESIDENTIELS ET NON RESIDENTIELS,,,TOZEUR,2200.0,1996-08-15
980155,86217.167,94827.284,-88503.347,94827.284,-88196.142,,,,677.019808,4008.112416,,,,,,,,-460.908,98.0,,P0401,DIRIGEANTS / GERANTS D'ENTREPRISES,FAB99,CONSTRUCTION DE BATIMENTS RESIDENTIELS ET NON RESIDENTIELS,,,TOZEUR,2200.0,2015-05-06
980168,,,,,,,,,20885.166169,0.0,,,,,,,,,,,,,FAB99,CONSTRUCTION DE BATIMENTS RESIDENTIELS ET NON RESIDENTIELS,,,TOZEUR,2200.0,2001-09-07
980237,,166.547,-4257.565,166.547,-4196.714,,,,1203.999597,3289.517246,,,,,,,,,,,P9904,SANS PROFESSION,,,,,MEGRINE,2033.0,1997-03-25
980484,28988.942,33088.942,-42811.409,33088.942,-42655.494,,,,2534.248268,337.637457,,,,,,,,,,,P0401,DIRIGEANTS / GERANTS D'ENTREPRISES,,,,,,,2023-03-01
980502,,,,,,,,,,0.0,,,,,,,,,,,P1901,CHAUFFEURS DE TAXI ET CONDUCTEURS D'AUTOMOBILE,,,,,BEN AROUS,2013.0,2014-05-07
980576,,,,,,,,,23.535342,0.0,,,,O,O,,,,,,,,NCA01,ACTIVITES DES AGENCES DE VOYAGE,NC,ACTIVITES DE SERVICES ADMINISTRATIFS ET DE SOUTIEN,TOZEUR,2036.0,2002-08-21
980650,,0.0,-234.805,0.0,-225.884,,,,647.486095,0.0,,,,O,O,,,,,5.0,,,QCA99,ACTION SOCIALE SANS HEBERGEMENT POUR PERSONNES AGEES ET POUR PERSONNES HANDICAPEES,QC,SANTE HUMAINE ET ACTION SOCIALE,NEFTA,2240.0,2017-12-13
980679,,0.0,-423.498,0.0,-410.121,,,,954.239764,7065.361665,,,,,,,,,,,,,IAA99,HOTELS ET HEBERGEMENT SIMILAIRE,IA,HEBERGEMENT ET RESTAURATION,BEN AROUS,2013.0,2001-01-02
980682,,0.0,-697.84,,,,,,15533.878717,0.0,,,,,,,151379.654,,140.0,5.0,,,IAA99,HOTELS ET HEBERGEMENT SIMILAIRE,IA,HEBERGEMENT ET RESTAURATION,,,2019-06-19
980829,2238.339,2238.339,-2148.834,2238.339,-2136.497,"3121,967",3121.967,0,12.97352,0.0,,,,,,11.0,,-1565.708,156.0,4.0,P0906,"ARTISANS DANS LA RESTAURATION, BOULANGERS ET PATISSIERS",,,,,TOZEUR,2200.0,2013-11-26
980860,121996.65,121996.65,-134752.426,121996.65,-134192.057,,,,2427.78081,1307.141939,,,,,,,,,2.0,0.0,,,FCD99,AUTRES TRAVAUX DE CONSTRUCTION SPECIALISES N.C.A.,,,TOZEUR,2200.0,2004-09-03
980869,9900.0,9900.0,-10520.195,9900.0,-10403.09,"47916,479",25700.363,"22216,116",3147.427093,0.0,,,,O,O,7.0,3544.652,-6670.029,176.0,,P1003,"DROGUERIES, QUINCAILLERIES, PIECES DE RECHANGES ET ASSIMILES",GCE02,"COMMERCE DE DETAIL DE QUINCAILLERIE, PEINTURES ET VERRES EN MAGASIN SPECIALISE",,,TOZEUR,2200.0,2016-08-08
980986,,,,,,,,,,0.0,,,,,,,,,,,,,IAA99,HOTELS ET HEBERGEMENT SIMILAIRE,IA,HEBERGEMENT ET RESTAURATION,NEFTA,2240.0,2004-01-23
981037,39580.0,53574.319,-105167.917,53574.319,-105162.8,,,,,56925.762542,,,,,,,,,,,P0999,AUTRES ENTREPRENEURS INDIVIDUELS ARTISANS,FAB99,CONSTRUCTION DE BATIMENTS RESIDENTIELS ET NON RESIDENTIELS,F,,TOZEUR,2200.0,1989-02-11
981055,148.153,148.153,-75.182,148.153,-74.914,,,,3.115416,0.0,,,,,,,,,,,P1099,AUTRES COMMERCANTS ET ASSIMILES,,,,,TOZEUR,2200.0,1975-04-25
981066,28988.624,69053.924,-53050.457,34053.924,-51918.722,"50838,078",8051.348,"42786,73",6627.95292,614.310736,,,,,,16.0,9365.66399999999,-4059.67,172.0,3.0,,,RDB99,Autres activités récréatives et de loisirs,,,TOZEUR,2200.0,2017-05-04
981539,,,,,,,,,,0.0,,,,,,,,,,,,,HDA01,ENTREPOSAGE ET STOCKAGE FRIGORIFIQUE,HD,TRANSPORTS ET ENTREPOSAGE,NEFTA,2240.0,2006-09-15
981615,,0.0,-986.068,0.0,-904.237,,,,5668.491517,10.249841,,,,,,,,,,,P9904,SANS PROFESSION,,,,,,,2022-05-17
981621,,0.0,-51726.829,0.0,-44799.61,"47950,646",0.0,"47950,646",331089.959904,,,,,O,O,,,,,5.0,,,FCA02,TRAVAUX DE PREPARATION DES SITES,FC,CONSTRUCTION,,,2022-07-08
981643,29232082.626,58073281.26,-57512060.613,32453248.086,-57478654.369,"24165621,777",0.0,"24165621,777",1517070.021479,9.54378,,,,,,,417759.261,-29955510.929,954.0,1.0,,,CLA05,FABRICATION DE PRODUITS AZOTES ET D'ENGRAIS,CL,INDUSTRIE MANUFACTURIERE,MEGRINE,2033.0,2021-11-26
981692,,0.0,-798.023,0.0,-522.946,,,,2903.829761,0.0,1.0,,1.0,,,,,,,4.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,GCB06,COMMERCE DE DETAIL DE PRODUITS À BASE DE TABAC EN MAGASIN SPECIALISE,,,TOZEUR,2200.0,2016-08-03
981819,,0.0,-362.99,0.0,-341.627,,,,1504.222295,,,,,,,,,,,,,,CEE03,"FABRICATION INDUSTRIELLE D'AUTRES ARTICLES TEXTILES, SAUF HABILLEMENT",,,ARIANA,2073.0,1997-01-30
981834,,0.0,-117.027,0.0,-117.027,,,,272.284336,,,,,,,,,,,,,,CAH02,"FABRICATION DE CACAO, CHOCOLAT ET DE PRODUITS DE CONFISERIE",,,MEGRINE,2033.0,1997-02-21
981836,136193.377,136409.007,-135980.683,136409.007,-134858.876,,,,1895.614895,810.48552,1.0,1.0,,,,,,,,0.0,,,FAA99,PROMOTION IMMOBILIERE,FA,CONSTRUCTION,MONTPLAISIR,1073.0,1997-02-25
981846,6434373.473,6696776.473,-6817385.555,6696776.473,-6817360.285,65100,0.0,65100,41.382665,228856.038063,,,,,,,,,,0.0,,,CAG03,"FABRICATION DE BISCUITS, BISCOTTES ET PATISSERIES DE CONSERVATION",,,MEGRINE,2033.0,1997-03-07
981859,,0.0,-185.969,0.0,-181.786,,,,321.103356,0.0,,,,,,,,,,,P1099,AUTRES COMMERCANTS ET ASSIMILES,,,,,MEGRINE CHAKER,2024.0,2017-02-14
981882,,,,,,,,,,0.0,,,,,,,,,,,,,CQA01,FABRICATION DE STRUCTURES METALLIQUES ET DE PARTIES DE STRUCTURES,CQ,INDUSTRIE MANUFACTURIERE,MEGRINE,2033.0,2019-07-12
981884,57557057.316,66127284.508,-65609274.481,66127284.508,-65535206.926,"16707588,89",0.0,"16707588,89",5461.825473,1624807.809873,,,,,,,,-2629305.563,,,,,FBA03,CONSTRUCTION DE PONTS ET TUNNELS,FB,CONSTRUCTION,MEGRINE,2033.0,1997-04-30
981886,,0.0,-441.879,0.0,-293.265,"2388,672",0.0,"2388,672",149.05229,3.715635,,,,,,,,,,,,,CQH01,FABRICATION DE FÛTS ET EMBALLAGES METALLIQUES SIMILAIRES,CQ,INDUSTRIE MANUFACTURIERE,BEN AROUS,2013.0,1997-05-06
981956,11000.0,11000.0,-3441.255,11000.0,-3071.198,,,,20407.204468,,,,,O,O,,,,80.0,2.0,P1001,COMMERCANT DANS L'ALIMENTATION GENERALE,GBC03,"COMMERCE DE GROS DE PRODUITS LAITIERS, ŒUFS, HUILES ET MATIERES GRASSES COMESTIBLES",,,TOZEUR,2200.0,2014-12-23
982017,50000.0,50000.0,-71832.826,50000.0,-65256.326,"1876,2",0.0,"1876,2",645171.859534,174.755287,,,,,,,,,,4.0,,,CTA02,FABRICATION D'EQUIPEMENTS HYDRAULIQUES ET PNEUMATIQUES,CT,INDUSTRIE MANUFACTURIERE,MEGRINE,2033.0,2018-09-12
982175,6808.533,6808.533,-8128.307,6808.533,-8101.596,,,,7.848583,365.058635,,,,,,,,,,,,,CQH06,FABRICATION D'AUTRES OUVRAGES METALLIQUES N.C.A.,CQ,INDUSTRIE MANUFACTURIERE,BAB BHAR,1000.0,2022-09-01
982220,192315.99,192315.99,-194281.762,192315.99,-193299.329,1500,0.0,1500,610.377405,4490.888873,,,,,,,,,,,,,DAB03,COMMERCE DE COMBUSTIBLES GAZEUX PAR CONDUITES,DA,"PRODUCTION ET DISTRIBUTION D'ELECTRICITE, DE GAZ, DE VAPEUR ET D'AIR CONDITIONNE",MEGRINE,2033.0,2016-11-02
982228,185461.297,185461.297,-155579.381,185461.297,-155468.116,"13279,715",0.0,"13279,715",,161852.465709,,,,,,,,,,,,,FAB99,CONSTRUCTION DE BATIMENTS RESIDENTIELS ET NON RESIDENTIELS,FA,CONSTRUCTION,TOZEUR,2200.0,2009-07-15
982234,14487335.508,19739885.643,-26500231.047,8293580.643,-26488538.016,6120000,0.0,6120000,113430.091567,79314.677956,,,,,,,0.0,-12636024.506,255.0,,,,CAC05,TRANSFORMATION ET CONSERVATION DE FRUITS,CA,INDUSTRIE MANUFACTURIERE,BERGE DU LAC,1053.0,2009-07-23
982245,,0.0,-379.069,0.0,-341.896,,,,2559.164375,0.069808,,,,,,,,,,,,,CFA03,FABRICATION DE VETEMENTS SUR MESURE,CF,INDUSTRIE MANUFACTURIERE,,2150.0,2009-08-21
982246,,0.0,-834.74,0.0,-742.503,,,,6325.33795,0.0,,,,,,,,,,4.0,,,CEE99,FABRICATION D'AUTRES TEXTILES N.C.A.,CE,INDUSTRIE MANUFACTURIERE,,2150.0,2009-08-21
982247,,0.0,-101.918,0.0,-98.233,,,,268.480838,0.698082,,,,,,,,,3.0,,,,CFA03,FABRICATION DE VETEMENTS SUR MESURE,CF,INDUSTRIE MANUFACTURIERE,,2150.0,2009-08-21
982266,,0.0,-124.937,0.0,-118.472,,,,458.734841,0.0,,,,,,,,,,1.0,,,CFA03,FABRICATION DE VETEMENTS SUR MESURE,CF,INDUSTRIE MANUFACTURIERE,TOZEUR,2200.0,2009-09-15
982290,,0.0,-1813.775,0.0,-1522.691,"528,317",0.0,"528,317",10281.007438,,,,,,,,,,,,,,NFA01,SERVICES ADMINISTRATIFS COMBINES DE BUREAU,NF,ACTIVITES DE SERVICES ADMINISTRATIFS ET DE SOUTIEN,MEGRINE,2033.0,2000-05-23
982348,,,,,,,,,,0.0,,,,,,,,,,,,,IBC01,CAFES,,,BEN AROUS,2013.0,1995-10-20
982376,24454242.841,26463585.678,-26558809.945,26463585.678,-26550537.094,"1696103,286",0.0,"1696103,286",5054.738276,679227.601764,,,,,,,,-37479.307,,,,,COF03,FABRICATION DE BETON PRET À L'EMPLOI,CO,INDUSTRIE MANUFACTURIERE,MEGRINE,2033.0,2001-02-05
982386,1167138.427,1805032.965,-1621079.679,1805032.965,-1615736.469,,,,1806.653227,87888.917583,,,,,,,681.814,-41035.54,144.0,,P0401,DIRIGEANTS / GERANTS D'ENTREPRISES,,,,,NOUVELLE MEDINA,2063.0,1976-08-18
982390,1167612.374,2157383.583,-2744520.564,1228369.163,-2740145.664,"1907913,337",0.0,"1907913,337",611896.263298,0.0,,,,,,,215269.771,-1178368.055,56.0,,,,CMA99,FABRICATION DE PRODUITS PHARMACEUTIQUES DE BASE,CM,INDUSTRIE MANUFACTURIERE,,,2022-11-10
982412,,17700.0,-19708.201,17700.0,-19485.076,"51612,414",0.0,"51612,414",,9603.518356,,,,,,,29267.915,-8341.523,110.0,0.0,,,GCG05,COMMERCE DE DETAIL DE PARFUMERIE ET DE PRODUITS DE BEAUTE EN MAGASIN SPECIALISE,,,MEGRINE,2024.0,2001-05-25
982425,1825638.163,3483531.422,-4009858.005,1891531.422,-3933595.541,"1613043,654",0.0,"1613043,654",444416.348041,,,,,,,,0.0,-1809338.957,123.0,,,,FCD99,AUTRES TRAVAUX DE CONSTRUCTION SPECIALISES N.C.A.,FC,CONSTRUCTION,RADES,2040.0,2001-07-26
